20230308133818548809,268783742,0,1,0,0,False,20,RedmoonRynde,62397,62397,211.602417,665.785461,14.0958624,1.661381,0,10000,10000,90,0,59,59,0,0,0,Ifrit
20230308133818548809,1073744243,0,2,0,3758096384,False,0,黒渦団の兵卒,6100,6100,126.0708,735.6196,23.2013779,-4.79221344e-05,788,5750,5750,35,1273,65535,65535,0,0,0,None
20230308133818548809,1073748480,0,2,0,3758096384,False,0,ファイアフライ,217,217,248.462646,769.8634,6.22856474,-0.0127036572,306,660,660,11,129,65535,65535,0,0,0,None
20230308133818548809,1073744181,0,2,0,3758096384,False,0,ファイアフライ,217,217,243.875916,767.691345,6.27212667,2.25982738,306,660,660,11,129,65535,65535,0,0,0,None
20230308133818553809,268783742,0,1,0,0,False,20,RedmoonRynde,62397,62397,211.602417,665.785461,14.0958624,1.661381,0,10000,10000,90,0,59,59,0,0,0,Ifrit
20230308133818553809,1073744243,0,2,0,3758096384,False,0,黒渦団の兵卒,6100,6100,126.0708,735.6196,23.2013779,-4.79221344e-05,788,5750,5750,35,1273,65535,65535,0,0,0,None
20230308133818553809,1073748480,0,2,0,3758096384,False,0,ファイアフライ,217,217,248.462646,769.8634,6.22856474,-0.0127036572,306,660,660,11,129,65535,65535,0,0,0,None
20230308133818553809,1073744181,0,2,0,3758096384,False,0,ファイアフライ,217,217,243.875916,767.691345,6.27212667,2.25982738,306,660,660,11,129,65535,65535,0,0,0,None
20230308133818559810,268783742,0,1,0,0,False,20,RedmoonRynde,62397,62397,211.602417,665.785461,14.0958624,1.661381,0,10000,10000,90,0,59,59,0,0,0,Ifrit
20230308133818559810,1073744243,0,2,0,3758096384,False,0,黒渦団の兵卒,6100,6100,126.0708,735.6196,23.2013779,-4.79221344e-05,788,5750,5750,35,1273,65535,65535,0,0,0,None
20230308133818559810,1073748480,0,2,0,3758096384,False,0,ファイアフライ,217,217,248.462646,769.8634,6.22856474,-0.0127036572,306,660,660,11,129,65535,65535,0,0,0,None
20230308133818559810,1073744181,0,2,0,3758096384,False,0,ファイアフライ,217,217,243.9066,767.665955,6.265606,2.25982738,306,660,660,11,129,65535,65535,0,0,0,None
20230308133818564809,268783742,0,1,0,0,False,20,RedmoonRynde,62397,62397,211.602417,665.785461,14.0958624,1.661381,0,10000,10000,90,0,59,59,0,0,0,Ifrit
20230308133818564809,1073744243,0,2,0,3758096384,False,0,黒渦団の兵卒,6100,6100,126.0708,735.6196,23.2013779,-4.79221344e-05,788,5750,5750,35,1273,65535,65535,0,0,0,None
20230308133818564809,1073748480,0,2,0,3758096384,False,0,ファイアフライ,217,217,248.462646,769.8634,6.22856474,-0.0127036572,306,660,660,11,129,65535,65535,0,0,0,None
20230308133818564809,1073744181,0,2,0,3758096384,False,0,ファイアフライ,217,217,243.920486,767.6545,6.265606,2.25982738,306,660,660,11,129,65535,65535,0,0,0,None
20230308133818570811,268783742,0,1,0,0,False,20,RedmoonRynde,62397,62397,211.602417,665.785461,14.0958624,1.661381,0,10000,10000,90,0,59,59,0,0,0,Ifrit
